********************************************************************************

Well:		BILABRI D2
Path:		Original Path
Hole:		Original Path Hole
Start:		1640.00(m)
End:			2913.00(m)
Date/Time:	Thursday, August 24, 2006 /15:59:50
********************************************************************************


DEPTH                   ROP_AVG                 GR1AX                   RACLX                   RPCHX                   NPLX                    BDCX                    DRHX                    TCDX                    TVD          
m                       m/hr                    API                     ohm.m                   ohm.m                   pu                      g/cc                    g/cc                    degF                    m          

2446.50                 35.59                   97.1                    1.317                   1.792                   45.07                   2.42                    0.10                    180.8                   2233.76                 
2446.75                 35.29                   98.5                    1.332                   1.735                   44.53                   2.41                    0.10                    181.1                   2233.89                 
2447.00                 39.02                   99.9                    1.330                   0.227                   44.00                   2.40                    0.10                    181.3                   2234.02                 
2447.25                 36.66                   101.3                   1.327                   1.792                   43.47                   2.39                    0.09                    181.5                   2234.15                 
2447.50                 30.10                   102.8                   1.298                   1.735                   44.09                   2.39                    0.09                    181.8                   2234.28                 
2447.75                 29.67                   104.2                   1.300                   1.769                   44.72                   2.38                    0.07                    182.0                   2234.41                 
2448.00                 32.01                   106.5                   1.302                   1.803                   45.34                   2.38                    0.08                    182.3                   2234.55                 
2448.25                 34.35                   99.0                    1.303                   1.838                   45.96                   2.38                    0.08                    182.5                   2234.68                 
2448.50                 37.75                   110.8                   1.305                   1.872                   46.58                   2.38                    0.08                    182.7                   2234.81                 
2448.75                 40.44                   106.1                   1.323                   1.773                   47.21                   2.38                    0.09                    183.0                   2234.94                 
2449.00                 38.33                   101.3                   1.315                   1.793                   47.83                   2.39                    0.09                    183.2                   2235.07                 
2449.25                 31.41                   96.6                    1.307                   1.813                   47.83                   2.38                    0.09                    183.4                   2235.20                 
2449.50                 29.18                   97.6                    1.308                   1.852                   47.83                   2.38                    0.09                    183.7                   2235.33                 
2449.75                 26.94                   98.5                    1.296                   1.698                   47.83                   2.38                    0.09                    183.9                   2235.46                 
2450.00                 24.87                   99.5                    1.297                   1.686                   47.83                   2.38                    0.09                    184.1                   2235.59                 
2450.25                 23.25                   100.9                   1.299                   1.674                   47.83                   2.37                    0.09                    184.4                   2235.72                 
2450.50                 25.07                   106.1                   1.300                   1.662                   47.69                   2.37                    0.09                    184.6                   2235.85                 
2450.75                 25.33                   106.8                   1.313                   1.872                   47.55                   2.37                    0.09                    184.8                   2235.98                 
2451.00                 25.59                   107.5                   1.313                   1.796                   47.40                   2.37                    0.09                    185.1                   2236.11                 
2451.25                 29.35                   114.1                   1.312                   1.720                   47.26                   2.37                    0.10                    185.3                   2236.24                 
2451.50                 24.24                   111.5                   1.312                   1.644                   47.12                   2.38                    0.10                    185.5                   2236.38                 
2451.75                 25.16                   108.9                   1.312                   1.701                   46.97                   2.39                    0.11                    185.8                   2236.51                 
2452.00                 24.90                   106.3                   1.312                   1.757                   46.83                   2.40                    0.12                    186.0                   2236.64                 
2452.25                 24.81                   103.7                   1.312                   1.813                   46.69                   2.39                    0.12                    186.2                   2236.77                 
2452.50                 24.71                   109.4                   1.304                   1.717                   43.78                   2.39                    0.11                    185.9                   2236.90                 
2452.75                 26.01                   104.4                   1.301                   1.723                   40.87                   2.39                    0.11                    185.6                   2237.03                 
2453.00                 26.12                   99.5                    1.299                   1.729                   37.96                   2.39                    0.11                    185.3                   2237.16                 
2453.25                 26.70                   101.8                   1.297                   1.735                   35.05                   2.39                    0.10                    185.0                   2237.29                 
2453.50                 28.04                   104.2                   1.299                   1.769                   48.42                   2.39                    0.10                    184.6                   2237.42                 
2453.75                 29.37                   106.5                   1.302                   1.803                   47.94                   2.39                    0.10                    184.3                   2237.55                 
2454.00                 31.61                   106.2                   1.304                   1.838                   47.47                   2.39                    0.09                    184.0                   2237.68                 
2454.25                 31.19                   106.0                   1.307                   1.872                   47.00                   2.39                    0.09                    183.7                   2237.81                 
2454.50                 32.88                   105.7                   1.305                   1.841                   46.53                   2.37                    0.10                    183.4                   2237.94                 
2454.75                 34.28                   105.4                   1.304                   1.810                   46.05                   2.36                    0.10                    183.1                   2238.07                 
2455.00                 33.92                   105.1                   1.302                   1.779                   45.58                   2.34                    0.11                    182.8                   2238.20                 
2455.25                 33.56                   100.2                   1.301                   1.748                   46.93                   2.33                    0.11                    182.4                   2238.34                 
2455.50                 33.09                   95.2                    1.299                   1.717                   48.27                   2.32                    0.12                    182.1                   2238.47                 
2455.75                 33.05                   94.0                    1.364                   1.708                   49.62                   2.33                    0.12                    181.8                   2238.60                 
2456.00                 32.67                   92.9                    1.429                   1.698                   49.85                   2.35                    0.12                    181.5                   2238.73                 
2456.25                 33.24                   91.7                    1.432                   1.708                   50.08                   2.36                    0.12                    181.2                   2238.86                 
2456.50                 33.81                   90.5                    1.434                   1.717                   50.31                   2.38                    0.12                    180.9                   2238.99                 
2456.75                 33.88                   89.3                    1.436                   1.726                   50.54                   2.39                    0.12                    180.6                   2239.12                 
2457.00                 33.35                   88.2                    1.439                   1.735                   50.77                   2.41                    0.12                    180.2                   2239.25                 
2457.25                 29.65                   87.0                    1.386                   1.764                   51.00                   2.40                    0.12                    179.9                   2239.38                 
2457.50                 24.87                   85.8                    1.333                   1.792                   51.24                   2.40                    0.11                    179.6                   2239.51                 
2457.75                 24.39                   91.2                    18402.873               1.735                   51.47                   2.39                    0.11                    179.3                   2239.64                 
2458.00                 23.91                   96.6                    13802.512               1.722                   51.70                   2.39                    0.10                    179.0                   2239.77                 
2458.25                 21.88                   95.4                    9202.151                1.708                   48.38                   2.39                    0.09                    178.7                   2239.90                 
2458.50                 22.45                   94.1                    4601.790                1.694                   45.07                   2.39                    0.09                    178.4                   2240.03                 
2458.75                 22.41                   92.8                    1.429                   1.680                   41.75                   2.39                    0.09                    178.0                   2240.16                 
2459.00                 22.80                   91.5                    1.460                   1.717                   38.44                   2.39                    0.09                    178.5                   2240.30                 
2459.25                 23.18                   90.2                    1.464                   1.765                   37.42                   2.39                    0.09                    179.0                   2240.43                 
2459.50                 27.17                   89.0                    1.469                   1.813                   36.40                   2.39                    0.09                    179.5                   2240.56                 
2459.75                 32.13                   87.7                    1.473                   1.852                   35.37                   2.39                    0.09                    180.0                   2240.69                 
2460.00                 43.21                   68.4                    1.463                   1.813                   34.35                   2.39                    0.09                    180.5                   2240.82                 
2460.25                 51.40                   68.5                    1.468                   1.806                   33.33                   2.39                    0.10                    181.0                   2240.95                 
2460.50                 57.14                   68.6                    1.473                   1.798                   32.31                   2.39                    0.10                    181.5                   2241.08                 
2460.75                 62.88                   68.7                    1.479                   1.791                   31.67                   2.37                    0.10                    182.0                   2241.21                 
2461.00                 64.32                   68.8                    1.484                   1.784                   31.03                   2.35                    0.10                    182.5                   2241.34                 
2461.25                 60.06                   70.0                    1.489                   1.776                   30.39                   2.35                    0.10                    183.0                   2241.47                 
2461.50                 59.05                   71.2                    1.230                   1.769                   29.75                   2.36                    0.10                    183.5                   2241.60                 
2461.75                 56.15                   72.4                    0.971                   1.761                   30.97                   2.37                    0.10                    184.0                   2241.73                 
2462.00                 53.12                   73.6                    0.711                   1.754                   32.20                   2.37                    0.10                    184.5                   2241.86                 
2462.25                 50.10                   74.9                    0.925                   1.745                   33.42                   2.38                    0.10                    185.0                   2241.99                 
2462.50                 42.87                   76.1                    1.138                   1.735                   34.64                   2.39                    0.10                    185.5                   2242.12                 
2462.75                 40.16                   77.3                    1.352                   1.726                   35.87                   2.38                    0.10                    186.0                   2242.25                 
2463.00                 40.04                   78.5                    1.565                   1.717                   42.54                   2.38                    0.10                    186.5                   2242.39                 
2463.25                 39.98                   79.7                    1.567                   1.744                   49.21                   2.38                    0.09                    187.0                   2242.52                 
2463.50                 39.93                   78.5                    1.568                   1.771                   42.54                   2.38                    0.09                    187.5                   2242.65                 
2463.75                 41.81                   77.3                    1.570                   1.798                   35.86                   2.38                    0.09                    188.0                   2242.78                 
2464.00                 43.89                   78.7                    1.571                   1.825                   29.19                   2.38                    0.09                    188.4                   2242.91                 
2464.25                 36.14                   80.1                    1.573                   1.852                   36.93                   2.38                    0.09                    188.9                   2243.04                 
2464.50                 32.86                   81.6                    1.577                   1.846                   36.26                   2.38                    0.09                    188.9                   2243.17                 
2464.75                 32.91                   83.0                    1.581                   1.839                   35.59                   2.39                    0.09                    188.9                   2243.30                 
2465.00                 32.97                   84.4                    1.585                   1.833                   34.92                   2.40                    0.09                    188.9                   2243.43                 
2465.25                 43.48                   85.8                    1.671                   1.862                   34.25                   2.41                    0.10                    188.8                   2243.56                 
2465.50                 48.59                   87.2                    1.757                   1.892                   33.67                   2.42                    0.10                    188.7                   2243.69                 
2465.75                 32.15                   88.6                    1.842                   1.922                   33.09                   2.43                    0.10                    188.5                   2243.82                 
2466.00                 34.92                   90.0                    1.928                   1.952                   32.52                   2.33                    0.07                    188.4                   2243.95                 
2466.25                 37.69                   89.2                    1.777                   1.862                   31.94                   2.35                    0.07                    188.2                   2244.08                 
2466.50                 47.55                   88.3                    1.626                   1.773                   83.39                   2.37                    0.08                    188.1                   2244.21                 
2466.75                 60.72                   87.5                    1.635                   1.802                   77.69                   2.39                    0.08                    187.9                   2244.34                 
2467.00                 53.99                   86.6                    1.643                   1.832                   71.99                   2.41                    0.08                    187.8                   2244.47                 
2467.25                 40.05                   85.8                    1.652                   1.862                   66.29                   2.44                    0.09                    187.6                   2244.60                 
2467.50                 33.24                   88.8                    1.661                   1.891                   60.59                   2.43                    0.10                    187.5                   2244.74                 
2467.75                 26.43                   91.8                    1.671                   1.952                   54.89                   2.43                    0.11                    187.3                   2244.87                 
2468.00                 21.02                   94.7                    1.682                   2.013                   49.19                   2.43                    0.12                    187.2                   2245.00                 
2468.25                 24.34                   97.7                    1.710                   1.944                   43.49                   2.43                    0.09                    187.0                   2245.13                 
2468.50                 35.45                   100.7                   1.739                   1.874                   37.79                   2.38                    0.08                    186.9                   2245.26                 
2468.75                 36.43                   103.7                   1.768                   1.805                   33.46                   2.34                    0.08                    186.8                   2245.39                 
2469.00                 37.41                   103.2                   1.797                   1.735                   40.99                   2.30                    0.07                    186.6                   2245.52                 
2469.25                 34.71                   102.8                   1.809                   1.781                   40.57                   2.34                    0.09                    186.5                   2245.65                 
2469.50                 37.20                   102.3                   1.822                   1.826                   40.15                   2.35                    0.09                    186.3                   2245.78                 
2469.75                 37.84                   101.8                   1.834                   1.872                   39.73                   2.34                    0.09                    186.2                   2245.91                 
2470.00                 36.74                   101.3                   1.842                   1.935                   39.30                   2.34                    0.08                    186.0                   2246.04                 
2470.25                 35.42                   100.8                   1.850                   1.998                   38.88                   2.33                    0.08                    185.9                   2246.17                 
2470.50                 34.10                   100.2                   1.858                   2.062                   34.39                   2.33                    0.08                    185.7                   2246.30                 
2470.75                 32.26                   99.7                    1.865                   2.125                   29.90                   2.33                    0.07                    185.6                   2246.43                 
2471.00                 30.43                   99.2                    1.873                   2.189                   32.47                   2.33                    0.06                    185.4                   2246.56                 
2471.25                 31.17                   98.7                    1.881                   2.252                   35.05                   2.34                    0.06                    185.3                   2246.69                 
2471.50                 33.18                   98.2                    1.896                   2.197                   33.26                   2.34                    0.08                    185.2                   2246.82                 
2471.75                 34.05                   97.6                    1.911                   2.143                   37.56                   2.34                    0.10                    185.0                   2246.95                 
2472.00                 34.92                   97.1                    1.926                   2.089                   36.92                   2.34                    0.09                    184.9                   2247.08                 
2472.25                 37.99                   96.3                    1.941                   2.034                   36.28                   2.35                    0.07                    184.7                   2247.22                 
2472.50                 39.39                   95.5                    1.941                   2.013                   40.76                   2.35                    0.08                    184.6                   2247.35                 
2472.75                 41.24                   94.7                    1.942                   1.993                   45.24                   2.36                    0.08                    184.4                   2247.48                 
2473.00                 41.52                   94.4                    1.942                   1.972                   44.61                   2.37                    0.08                    184.3                   2247.61                 
2473.25                 41.80                   94.1                    1.934                   2.014                   43.99                   2.38                    0.09                    184.1                   2247.74                 
2473.50                 41.04                   93.8                    1.926                   2.055                   35.16                   2.39                    0.09                    184.0                   2247.87                 
2473.75                 41.25                   93.5                    1.910                   2.151                   26.33                   2.39                    0.09                    183.8                   2248.00                 
2474.00                 41.95                   93.2                    1.894                   2.247                   29.19                   2.39                    0.09                    183.7                   2248.13                 
2474.25                 41.96                   92.9                    1.878                   2.343                   33.56                   2.22                    0.07                    183.5                   2248.26                 
2474.50                 40.86                   93.6                    1.862                   2.439                   37.94                   2.30                    0.08                    183.4                   2248.39                 
2474.75                 39.76                   94.3                    1.862                   2.361                   42.31                   2.37                    0.09                    183.3                   2248.52                 
2475.00                 39.79                   95.0                    1.863                   2.283                   46.69                   2.35                    0.08                    183.1                   2248.65                 
2475.25                 35.55                   95.7                    1.864                   2.205                   40.69                   2.33                    0.08                    183.0                   2248.78                 
2475.50                 31.40                   95.3                    1.864                   2.128                   34.69                   2.31                    0.08                    182.8                   2248.91                 
2475.75                 29.64                   94.9                    1.859                   2.050                   28.69                   2.29                    0.07                    182.7                   2249.04                 
2476.00                 27.89                   94.5                    1.853                   1.972                   32.91                   2.39                    0.09                    182.5                   2249.17                 
2476.25                 30.70                   94.1                    1.847                   1.965                   37.13                   2.33                    0.07                    182.4                   2249.30                 
2476.50                 33.04                   93.7                    1.841                   1.958                   50.43                   2.33                    0.08                    182.2                   2249.43                 
2476.75                 33.36                   93.3                    1.834                   1.952                   47.50                   2.34                    0.08                    182.1                   2249.56                 
2477.00                 32.64                   93.1                    1.731                   1.920                   44.56                   2.35                    0.08                    181.9                   2249.69                 
2477.25                 31.54                   92.9                    1.628                   1.888                   41.63                   2.36                    0.09                    181.8                   2249.82                 
2477.50                 30.45                   91.5                    1.525                   1.856                   38.70                   2.39                    0.09                    181.6                   2249.96                 
2477.75                 27.79                   92.7                    1.422                   1.824                   35.76                   2.34                    0.10                    181.5                   2250.09                 
2478.00                 24.27                   94.0                    1.319                   1.792                   32.83                   2.30                    0.10                    181.4                   2250.22                 
2478.25                 26.02                   95.2                    1.565                   1.902                   29.90                   2.32                    0.08                    181.2                   2250.35                 
2478.50                 25.82                   95.5                    1.812                   2.013                   30.14                   2.35                    0.06                    181.1                   2250.48                 
2478.75                 25.61                   95.8                    1.026                   2.034                   30.38                   2.35                    0.06                    180.9                   2250.61                 
2479.00                 25.09                   96.2                    0.240                   2.055                   30.62                   2.36                    0.06                    180.8                   2250.74                 
2479.25                 27.40                   89.1                    1.740                   2.076                   33.29                   2.37                    0.06                    180.8                   2250.87                 
2479.50                 29.61                   90.4                    1.372                   1.792                   35.97                   2.38                    0.07                    180.9                   2251.00                 
2479.75                 31.30                   91.6                    1.360                   1.805                   38.64                   2.39                    0.07                    181.0                   2251.13                 
2480.00                 31.41                   92.9                    1.347                   1.819                   41.31                   2.40                    0.07                    181.0                   2251.26                 
2480.25                 31.52                   93.8                    1.335                   1.833                   43.99                   2.41                    0.07                    181.1                   2251.39                 
2480.50                 30.83                   95.2                    1.329                   1.798                   45.04                   2.36                    0.07                    181.2                   2251.52                 
2480.75                 28.58                   96.6                    1.322                   1.764                   42.19                   2.31                    0.06                    181.2                   2251.65                 
2481.00                 28.34                   94.7                    1.332                   1.730                   39.34                   2.26                    0.06                    181.3                   2251.78                 
2481.25                 27.47                   92.9                    1.341                   1.695                   36.50                   2.37                    0.07                    181.4                   2251.91                 
2481.50                 26.60                   91.0                    1.350                   1.661                   33.65                   2.37                    0.08                    181.4                   2252.04                 
2481.75                 25.96                   89.1                    1.495                   1.627                   33.52                   2.38                    0.09                    181.5                   2252.17                 
2482.00                 25.60                   87.2                    2.653                   1.648                   33.39                   2.39                    0.10                    181.5                   2252.30                 
2482.25                 27.40                   85.3                    2.334                   1.670                   33.26                   2.40                    0.10                    181.6                   2252.43                 
2482.50                 28.28                   83.4                    2.014                   1.692                   33.13                   2.41                    0.11                    181.7                   2252.56                 
2482.75                 29.23                   84.7                    1.694                   1.714                   33.00                   2.42                    0.12                    181.7                   2252.69                 
2483.00                 30.18                   85.9                    1.375                   1.735                   32.87                   2.39                    0.10                    181.8                   2252.82                 
2483.25                 30.63                   87.1                    1.355                   1.823                   36.10                   2.37                    0.09                    181.9                   2252.95                 
2483.50                 30.48                   88.3                    1.335                   1.911                   39.33                   2.37                    0.09                    181.9                   2253.08                 
2483.75                 29.12                   89.6                    1.335                   1.592                   41.48                   2.37                    0.10                    182.0                   2253.22                 
2484.00                 29.68                   96.9                    1.334                   2.141                   43.63                   2.37                    0.10                    182.1                   2253.35                 
2484.25                 29.47                   104.3                   1.334                   1.717                   45.78                   2.37                    0.11                    182.1                   2253.48                 
2484.50                 29.27                   111.6                   1.335                   1.723                   47.93                   2.37                    0.11                    182.2                   2253.61                 
2484.75                 25.87                   119.0                   1.337                   1.729                   50.08                   2.37                    0.12                    182.3                   2253.74                 
2485.00                 23.83                   126.3                   1.339                   1.735                   52.23                   2.37                    0.12                    182.3                   2253.87                 
2485.25                 26.73                   117.3                   1.325                   1.662                   54.38                   2.37                    0.12                    182.4                   2254.00                 
2485.50                 28.40                   108.2                   1.313                   1.848                   52.31                   2.38                    0.12                    182.5                   2254.13                 
2485.75                 30.06                   99.1                    1.301                   2.034                   50.23                   2.38                    0.12                    182.5                   2254.26                 
2486.00                 33.62                   90.0                    1.321                   1.979                   42.96                   2.39                    0.12                    182.6                   2254.39                 
2486.25                 33.77                   355.8                   1.341                   1.924                   35.66                   2.40                    0.12                    182.7                   2254.52                 
2486.50                 33.47                   266.4                   1.352                   1.868                   42.17                   2.39                    0.12                    182.7                   2254.65                 
2486.75                 32.59                   177.1                   1.362                   1.813                   41.96                   2.39                    0.11                    182.8                   2254.78                 
2487.00                 31.11                   87.7                    1.156                   1.842                   40.42                   2.38                    0.11                    182.8                   2254.91                 
2487.25                 29.64                   88.5                    0.950                   1.872                   38.88                   2.38                    0.11                    182.9                   2255.04                 
2487.50                 27.17                   89.3                    0.745                   1.872                   46.89                   2.38                    0.10                    183.0                   2255.18                 
2487.75                 25.36                   90.0                    1.311                   1.792                   42.67                   2.40                    0.09                    183.0                   2255.31                 
2488.00                 24.26                   411.4                   1.319                   1.754                   38.46                   2.39                    0.08                    183.1                   2255.44                 
2488.25                 24.55                   88.6                    1.337                   1.754                   34.25                   2.39                    0.07                    183.2                   2255.57                 
2488.50                 24.85                   87.7                    1.336                   1.784                   37.74                   2.36                    0.07                    183.2                   2255.70                 
2488.75                 25.91                   84.4                    1.334                   1.813                   41.22                   2.39                    0.09                    183.3                   2255.83                 
2489.00                 26.97                   92.9                    1.332                   1.792                   44.71                   2.39                    0.10                    183.4                   2255.96                 
2489.25                 30.20                   91.2                    1.331                   1.796                   47.26                   2.40                    0.10                    183.4                   2256.10                 
2489.50                 32.94                   89.6                    1.330                   1.800                   41.20                   2.39                    0.07                    183.5                   2256.23                 
2489.75                 34.53                   90.9                    1.328                   1.805                   49.62                   2.37                    0.09                    183.5                   2256.36                 
2490.00                 36.12                   92.2                    1.327                   1.809                   58.04                   2.35                    0.10                    183.5                   2256.49                 
2490.25                 38.14                   93.6                    1.326                   1.813                   43.16                   2.36                    0.12                    183.5                   2256.62                 
2490.50                 36.81                   94.9                    1.318                   1.833                   41.89                   2.37                    0.13                    183.5                   2256.76                 
2490.75                 34.48                   96.2                    1.335                   1.754                   40.61                   2.39                    0.14                    183.5                   2256.89                 
2491.00                 34.69                   97.6                    1.334                   1.793                   39.33                   2.36                    0.07                    183.5                   2257.02                 
2491.25                 34.90                   94.6                    1.332                   1.833                   38.23                   2.42                    0.09                    183.5                   2257.15                 
2491.50                 36.93                   91.7                    1.350                   1.698                   38.68                   2.41                    0.07                    183.5                   2257.29                 
2491.75                 38.66                   88.7                    1.360                   1.708                   39.14                   2.41                    0.07                    183.5                   2257.42                 
2492.00                 39.83                   85.8                    1.369                   1.717                   39.59                   2.41                    0.08                    183.5                   2257.55                 
2492.25                 40.56                   90.0                    1.337                   1.773                   47.45                   2.41                    0.08                    183.5                   2257.68                 
2492.50                 40.51                   89.1                    1.339                   1.754                   47.23                   2.40                    0.08                    183.5                   2257.82                 
2492.75                 40.46                   88.2                    1.341                   1.735                   47.00                   2.40                    0.08                    183.5                   2257.95                 
