Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 27-JUL-2020.

HEADER INFORMATION (all units in Equinor default) 
----------------------------------------------------------------
COMPANY: Equinor Norway
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 31/5-7
WELLBORE NAME: 31/5-7
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 31/5-7
Survey Date: 03.12.2019
Extraction Date: 30.06.2020
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: RKB(31.00m)
----------------------------------------------------------------
Surface EW: 524299.530m
Surface NS: 6715849.250m
Surface Latitude: 60° 34' 35.1281 N
Surface Longitude: 3° 26' 36.1158 E
Bottom Hole MD: 2915.00m
Bottom Hole TVD: 2914.89m
Bottom Hole EW: 524308.770m
Bottom Hole NS: 6715845.734m
----------------------------------------------------------------
Survey Program:  
H  338 - 397 36" SCHLUMBERGER MWD+IFR : INCLINATION ONLY
H  479 - 895 26" SUCHLUMBERGER MWD+IFR+AX : MAGNETIC, IFR, MAG-CORR
H  977 - 1872 17 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  1956 - 2562 12 1/4"  SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  2622 - 2899 8 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
----------------------------------------------------------------
Water Depth: 307.00m
KB-WH: 31.00m
KB-MSL: 31.00m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
Vertical Section Direction: 0.00deg
----------------------------------------------------------------
SURVEY LIST
                MD               Inc              Azim               TVD    X-Offset (E/W)    Y-Offset (N/S)           UTM E/W           UTM N/S               DLS
             m RKB               deg               deg             m RKB                 m                 m                 m                 m           deg/30m
           1751.80              0.09            222.73           1751.73             5.540            -6.234        524305.067       6715843.019              0.13
           1752.00              0.09            222.58           1751.93             5.540            -6.235        524305.067       6715843.018              0.13
           1752.20              0.09            222.43           1752.13             5.540            -6.235        524305.067       6715843.018              0.13
           1752.40              0.09            222.28           1752.33             5.540            -6.235        524305.067       6715843.018              0.13
           1752.60              0.09            222.13           1752.53             5.540            -6.235        524305.067       6715843.018              0.13
           1752.80              0.09            221.98           1752.73             5.540            -6.235        524305.067       6715843.018              0.13
           1753.00              0.09            221.83           1752.93             5.540            -6.236        524305.067       6715843.017              0.13
           1753.20              0.09            221.68           1753.13             5.540            -6.236        524305.067       6715843.017              0.13
           1753.40              0.09            221.53           1753.33             5.539            -6.236        524305.067       6715843.017              0.13
           1753.60              0.09            221.38           1753.53             5.539            -6.236        524305.066       6715843.017              0.13
           1753.80              0.09            221.23           1753.73             5.539            -6.236        524305.066       6715843.017              0.13
           1754.00              0.09            221.08           1753.93             5.539            -6.237        524305.066       6715843.016              0.13
           1754.20              0.09            220.93           1754.13             5.539            -6.237        524305.066       6715843.016              0.13
           1754.40              0.09            220.78           1754.33             5.539            -6.237        524305.066       6715843.016              0.13
           1754.60              0.09            220.63           1754.53             5.539            -6.237        524305.066       6715843.016              0.13
           1754.80              0.09            220.48           1754.73             5.539            -6.237        524305.066       6715843.016              0.13
           1755.00              0.09            220.33           1754.93             5.539            -6.238        524305.066       6715843.015              0.13
           1755.20              0.09            220.18           1755.13             5.539            -6.238        524305.066       6715843.015              0.13
           1755.40              0.09            220.03           1755.33             5.539            -6.238        524305.066       6715843.015              0.13
           1755.60              0.09            219.88           1755.53             5.539            -6.238        524305.066       6715843.015              0.13
           1755.80              0.09            219.73           1755.73             5.539            -6.238        524305.066       6715843.015              0.13
           1756.00              0.09            219.58           1755.93             5.538            -6.239        524305.066       6715843.014              0.13
           1756.20              0.09            219.43           1756.13             5.538            -6.239        524305.065       6715843.014              0.13
           1756.40              0.09            219.28           1756.33             5.538            -6.239        524305.065       6715843.014              0.13
           1756.60              0.09            219.13           1756.53             5.538            -6.239        524305.065       6715843.014              0.13
           1756.80              0.09            218.98           1756.73             5.538            -6.239        524305.065       6715843.014              0.13
           1757.00              0.09            218.83           1756.93             5.538            -6.240        524305.065       6715843.013              0.13
           1757.20              0.09            218.68           1757.13             5.538            -6.240        524305.065       6715843.013              0.12
           1757.40              0.09            218.53           1757.33             5.538            -6.240        524305.065       6715843.013              0.12
           1757.60              0.09            218.38           1757.53             5.538            -6.240        524305.065       6715843.013              0.12
           1757.80              0.09            218.23           1757.73             5.538            -6.240        524305.065       6715843.013              0.12
           1758.00              0.09            218.08           1757.93             5.538            -6.241        524305.065       6715843.012              0.12
           1758.20              0.09            217.93           1758.13             5.538            -6.241        524305.065       6715843.012              0.12
           1758.40              0.09            217.78           1758.33             5.537            -6.241        524305.065       6715843.012              0.12
           1758.60              0.09            217.64           1758.53             5.537            -6.241        524305.065       6715843.012              0.12
           1758.80              0.09            217.49           1758.73             5.537            -6.241        524305.064       6715843.012              0.12
           1759.00              0.09            217.34           1758.93             5.537            -6.242        524305.064       6715843.011              0.12
           1759.20              0.09            217.19           1759.13             5.537            -6.242        524305.064       6715843.011              0.12
           1759.40              0.09            217.04           1759.33             5.537            -6.242        524305.064       6715843.011              0.12
           1759.60              0.09            216.89           1759.53             5.537            -6.242        524305.064       6715843.011              0.12
           1759.80              0.09            216.74           1759.73             5.537            -6.242        524305.064       6715843.011              0.12
           1760.00              0.09            216.59           1759.93             5.537            -6.243        524305.064       6715843.010              0.12
           1760.20              0.08            216.44           1760.13             5.537            -6.243        524305.064       6715843.010              0.12
           1760.40              0.08            216.29           1760.33             5.537            -6.243        524305.064       6715843.010              0.12
           1760.60              0.08            216.14           1760.53             5.537            -6.243        524305.064       6715843.010              0.12
           1760.80              0.08            215.99           1760.73             5.537            -6.243        524305.064       6715843.010              0.12
           1761.00              0.08            215.84           1760.93             5.536            -6.244        524305.064       6715843.009              0.12
           1761.20              0.08            215.69           1761.13             5.536            -6.244        524305.064       6715843.009              0.12
           1761.40              0.08            215.54           1761.33             5.536            -6.244        524305.063       6715843.009              0.12
           1761.60              0.08            215.39           1761.53             5.536            -6.244        524305.063       6715843.009              0.12
           1761.80              0.08            215.24           1761.73             5.536            -6.244        524305.063       6715843.009              0.12
           1762.00              0.08            215.09           1761.93             5.536            -6.245        524305.063       6715843.008              0.12
           1762.20              0.08            214.94           1762.13             5.536            -6.245        524305.063       6715843.008              0.12
           1762.40              0.08            214.79           1762.33             5.536            -6.245        524305.063       6715843.008              0.12
           1762.60              0.08            214.64           1762.53             5.536            -6.245        524305.063       6715843.008              0.12
           1762.80              0.08            214.49           1762.73             5.536            -6.246        524305.063       6715843.007              0.12
           1763.00              0.08            214.34           1762.93             5.536            -6.246        524305.063       6715843.007              0.12
           1763.20              0.08            214.19           1763.13             5.536            -6.246        524305.063       6715843.007              0.12
           1763.40              0.08            214.04           1763.33             5.535            -6.246        524305.063       6715843.007              0.12
           1763.60              0.08            213.89           1763.53             5.535            -6.246        524305.063       6715843.007              0.12
           1763.80              0.08            213.74           1763.73             5.535            -6.247        524305.063       6715843.006              0.12
           1764.00              0.08            213.59           1763.93             5.535            -6.247        524305.062       6715843.006              0.12
           1764.20              0.08            213.44           1764.13             5.535            -6.247        524305.062       6715843.006              0.12
           1764.40              0.08            213.29           1764.33             5.535            -6.247        524305.062       6715843.006              0.12
           1764.60              0.08            213.14           1764.53             5.535            -6.247        524305.062       6715843.006              0.12
           1764.80              0.08            212.99           1764.73             5.535            -6.248        524305.062       6715843.005              0.12
           1765.00              0.08            212.84           1764.93             5.535            -6.248        524305.062       6715843.005              0.12
           1765.20              0.08            212.69           1765.13             5.535            -6.248        524305.062       6715843.005              0.12
           1765.40              0.08            212.54           1765.33             5.535            -6.248        524305.062       6715843.005              0.12
           1765.60              0.08            212.39           1765.53             5.535            -6.248        524305.062       6715843.005              0.12
           1765.80              0.08            212.24           1765.73             5.535            -6.249        524305.062       6715843.004              0.11
           1766.00              0.08            212.09           1765.93             5.534            -6.249        524305.062       6715843.004              0.11
           1766.20              0.08            211.94           1766.13             5.534            -6.249        524305.062       6715843.004              0.11
           1766.40              0.08            211.79           1766.33             5.534            -6.249        524305.062       6715843.004              0.11
           1766.60              0.08            211.64           1766.53             5.534            -6.249        524305.061       6715843.004              0.11
           1766.80              0.08            211.49           1766.73             5.534            -6.250        524305.061       6715843.003              0.11
           1767.00              0.08            211.34           1766.93             5.534            -6.250        524305.061       6715843.003              0.11
           1767.20              0.08            211.19           1767.13             5.534            -6.250        524305.061       6715843.003              0.11
           1767.40              0.08            211.04           1767.33             5.534            -6.250        524305.061       6715843.003              0.11
           1767.60              0.08            210.89           1767.53             5.534            -6.250        524305.061       6715843.003              0.11
           1767.80              0.08            210.75           1767.73             5.534            -6.251        524305.061       6715843.002              0.11
           1768.00              0.08            210.60           1767.93             5.534            -6.251        524305.061       6715843.002              0.11
           1768.20              0.08            210.45           1768.13             5.534            -6.251        524305.061       6715843.002              0.11
           1768.40              0.08            210.30           1768.33             5.533            -6.251        524305.061       6715843.002              0.11
           1768.60              0.08            210.15           1768.53             5.533            -6.251        524305.061       6715843.002              0.11
           1768.80              0.08            210.00           1768.73             5.533            -6.252        524305.061       6715843.001              0.11
           1769.00              0.08            209.85           1768.93             5.533            -6.252        524305.061       6715843.001              0.11
           1769.20              0.08            209.70           1769.13             5.533            -6.252        524305.060       6715843.001              0.11
           1769.40              0.08            209.55           1769.33             5.533            -6.252        524305.060       6715843.001              0.11
           1769.60              0.08            209.40           1769.53             5.533            -6.252        524305.060       6715843.001              0.11
           1769.80              0.08            209.25           1769.73             5.533            -6.253        524305.060       6715843.000              0.11
           1770.00              0.08            209.10           1769.93             5.533            -6.253        524305.060       6715843.000              0.11
           1770.20              0.08            208.95           1770.13             5.533            -6.253        524305.060       6715843.000              0.11
           1770.40              0.08            208.80           1770.33             5.533            -6.253        524305.060       6715843.000              0.11
           1770.60              0.08            208.65           1770.53             5.533            -6.253        524305.060       6715843.000              0.11
           1770.80              0.08            208.50           1770.73             5.533            -6.254        524305.060       6715842.999              0.11
           1771.00              0.08            208.35           1770.93             5.532            -6.254        524305.060       6715842.999              0.11
           1771.20              0.08            208.20           1771.13             5.532            -6.254        524305.060       6715842.999              0.11
           1771.40              0.08            208.05           1771.33             5.532            -6.254        524305.060       6715842.999              0.11
           1771.60              0.08            207.90           1771.53             5.532            -6.254        524305.060       6715842.999              0.11
           1771.80              0.08            207.75           1771.73             5.532            -6.255        524305.059       6715842.998              0.11
           1772.00              0.08            207.60           1771.93             5.532            -6.255        524305.059       6715842.998              0.11
           1772.20              0.08            207.45           1772.13             5.532            -6.255        524305.059       6715842.998              0.11
           1772.40              0.08            207.30           1772.33             5.532            -6.255        524305.059       6715842.998              0.11
           1772.60              0.08            207.15           1772.53             5.532            -6.255        524305.059       6715842.998              0.11
           1772.80              0.08            207.00           1772.73             5.532            -6.256        524305.059       6715842.997              0.11
           1773.00              0.08            206.85           1772.93             5.532            -6.256        524305.059       6715842.997              0.11
           1773.20              0.08            206.70           1773.13             5.532            -6.256        524305.059       6715842.997              0.11
           1773.40              0.08            206.55           1773.33             5.531            -6.256        524305.059       6715842.997              0.11
           1773.60              0.08            206.40           1773.53             5.531            -6.256        524305.059       6715842.997              0.11
           1773.80              0.08            206.25           1773.73             5.531            -6.257        524305.059       6715842.996              0.11
           1774.00              0.08            206.10           1773.93             5.531            -6.257        524305.059       6715842.996              0.11
           1774.20              0.08            205.95           1774.13             5.531            -6.257        524305.058       6715842.996              0.10
           1774.40              0.08            205.80           1774.33             5.531            -6.257        524305.058       6715842.996              0.10
           1774.60              0.08            205.65           1774.53             5.531            -6.257        524305.058       6715842.996              0.10
           1774.80              0.08            205.50           1774.73             5.531            -6.258        524305.058       6715842.995              0.10
           1775.00              0.08            205.35           1774.93             5.531            -6.258        524305.058       6715842.995              0.10
           1775.20              0.08            205.20           1775.13             5.531            -6.258        524305.058       6715842.995              0.10
           1775.40              0.08            205.05           1775.33             5.531            -6.258        524305.058       6715842.995              0.10
           1775.60              0.08            204.90           1775.53             5.531            -6.258        524305.058       6715842.995              0.10
           1775.80              0.08            204.75           1775.73             5.531            -6.259        524305.058       6715842.994              0.10
           1776.00              0.08            204.60           1775.93             5.530            -6.259        524305.058       6715842.994              0.10
           1776.20              0.08            204.45           1776.13             5.530            -6.259        524305.058       6715842.994              0.10
           1776.40              0.08            204.30           1776.33             5.530            -6.259        524305.058       6715842.994              0.10
           1776.60              0.08            204.15           1776.53             5.530            -6.259        524305.058       6715842.994              0.10
           1776.80              0.08            204.00           1776.73             5.530            -6.260        524305.057       6715842.993              0.10
           1777.00              0.08            203.85           1776.93             5.530            -6.260        524305.057       6715842.993              0.10
           1777.20              0.08            203.71           1777.13             5.530            -6.260        524305.057       6715842.993              0.10
           1777.40              0.08            203.56           1777.33             5.530            -6.260        524305.057       6715842.993              0.10
           1777.60              0.08            203.41           1777.53             5.530            -6.260        524305.057       6715842.993              0.10
           1777.80              0.08            203.26           1777.73             5.530            -6.261        524305.057       6715842.992              0.10
           1778.00              0.08            203.11           1777.93             5.530            -6.261        524305.057       6715842.992              0.10
           1778.20              0.08            202.96           1778.13             5.530            -6.261        524305.057       6715842.992              0.10
           1778.40              0.08            202.81           1778.33             5.530            -6.261        524305.057       6715842.992              0.10
           1778.60              0.08            202.66           1778.53             5.529            -6.261        524305.057       6715842.992              0.10
           1778.80              0.08            202.51           1778.73             5.529            -6.262        524305.057       6715842.991              0.10
           1779.00              0.08            202.36           1778.93             5.529            -6.262        524305.057       6715842.991              0.10
           1779.20              0.08            202.21           1779.13             5.529            -6.262        524305.057       6715842.991              0.10
           1779.40              0.08            202.06           1779.33             5.529            -6.262        524305.056       6715842.991              0.10
           1779.60              0.08            201.91           1779.53             5.529            -6.263        524305.056       6715842.990              0.10
           1779.80              0.08            201.76           1779.73             5.529            -6.263        524305.056       6715842.990              0.10
           1780.00              0.08            201.61           1779.93             5.529            -6.263        524305.056       6715842.990              0.10
           1780.20              0.08            201.46           1780.13             5.529            -6.263        524305.056       6715842.990              0.10
           1780.40              0.08            201.31           1780.33             5.529            -6.263        524305.056       6715842.990              0.10
           1780.60              0.08            201.16           1780.53             5.529            -6.264        524305.056       6715842.989              0.10
           1780.80              0.08            201.01           1780.73             5.529            -6.264        524305.056       6715842.989              0.10
           1781.00              0.08            200.86           1780.93             5.528            -6.264        524305.056       6715842.989              0.10
           1781.20              0.08            200.71           1781.13             5.528            -6.264        524305.056       6715842.989              0.10
           1781.40              0.08            200.56           1781.33             5.528            -6.264        524305.056       6715842.989              0.10
           1781.60              0.08            200.41           1781.53             5.528            -6.265        524305.056       6715842.988              0.10
           1781.80              0.08            200.26           1781.73             5.528            -6.265        524305.056       6715842.988              0.10
           1782.00              0.08            200.11           1781.93             5.528            -6.265        524305.055       6715842.988              0.10
           1782.20              0.08            199.96           1782.13             5.528            -6.265        524305.055       6715842.988              0.10
           1782.40              0.08            199.81           1782.33             5.528            -6.265        524305.055       6715842.988              0.10
           1782.60              0.08            199.66           1782.53             5.528            -6.266        524305.055       6715842.987              0.09
           1782.80              0.08            199.51           1782.73             5.528            -6.266        524305.055       6715842.987              0.09
           1783.00              0.08            199.36           1782.93             5.528            -6.266        524305.055       6715842.987              0.09
           1783.20              0.08            199.21           1783.13             5.528            -6.266        524305.055       6715842.987              0.09
           1783.40              0.08            199.06           1783.33             5.528            -6.266        524305.055       6715842.987              0.09
           1783.60              0.08            198.91           1783.53             5.527            -6.267        524305.055       6715842.986              0.09
           1783.80              0.08            198.76           1783.73             5.527            -6.267        524305.055       6715842.986              0.09
           1784.00              0.08            198.61           1783.93             5.527            -6.267        524305.055       6715842.986              0.09
           1784.20              0.08            198.46           1784.13             5.527            -6.267        524305.055       6715842.986              0.09
           1784.40              0.08            198.31           1784.33             5.527            -6.267        524305.055       6715842.986              0.09
           1784.60              0.08            198.16           1784.53             5.527            -6.268        524305.054       6715842.985              0.09
           1784.80              0.08            198.01           1784.73             5.527            -6.268        524305.054       6715842.985              0.09
           1785.00              0.08            197.86           1784.93             5.527            -6.268        524305.054       6715842.985              0.09
           1785.20              0.08            197.71           1785.13             5.527            -6.268        524305.054       6715842.985              0.09
           1785.40              0.08            197.56           1785.33             5.527            -6.268        524305.054       6715842.985              0.09
           1785.60              0.08            197.41           1785.53             5.527            -6.269        524305.054       6715842.984              0.09
           1785.80              0.08            197.26           1785.73             5.527            -6.269        524305.054       6715842.984              0.09
           1786.00              0.08            197.11           1785.93             5.526            -6.269        524305.054       6715842.984              0.09
           1786.20              0.08            196.96           1786.13             5.526            -6.269        524305.054       6715842.984              0.09
           1786.40              0.08            196.82           1786.33             5.526            -6.269        524305.054       6715842.984              0.09
           1786.60              0.08            196.67           1786.53             5.526            -6.270        524305.054       6715842.983              0.09
           1786.80              0.08            196.52           1786.73             5.526            -6.270        524305.054       6715842.983              0.09
           1787.00              0.08            196.37           1786.93             5.526            -6.270        524305.054       6715842.983              0.09
           1787.20              0.08            196.22           1787.13             5.526            -6.270        524305.053       6715842.983              0.09
           1787.40              0.08            196.07           1787.33             5.526            -6.270        524305.053       6715842.983              0.09
           1787.60              0.08            195.92           1787.53             5.526            -6.271        524305.053       6715842.982              0.09
           1787.80              0.08            195.77           1787.73             5.526            -6.271        524305.053       6715842.982              0.09
           1788.00              0.08            195.62           1787.93             5.526            -6.271        524305.053       6715842.982              0.09
           1788.20              0.08            195.47           1788.13             5.526            -6.271        524305.053       6715842.982              0.09
           1788.40              0.08            195.32           1788.33             5.526            -6.271        524305.053       6715842.982              0.09
           1788.60              0.08            195.17           1788.53             5.525            -6.272        524305.053       6715842.981              0.09
           1788.80              0.08            195.02           1788.73             5.525            -6.272        524305.053       6715842.981              0.09
           1789.00              0.08            194.87           1788.93             5.525            -6.272        524305.053       6715842.981              0.09
           1789.20              0.08            194.72           1789.13             5.525            -6.272        524305.053       6715842.981              0.09
           1789.40              0.08            194.57           1789.33             5.525            -6.272        524305.053       6715842.981              0.09
           1789.60              0.08            194.42           1789.53             5.525            -6.273        524305.053       6715842.980              0.09
           1789.80              0.08            194.27           1789.73             5.525            -6.273        524305.052       6715842.980              0.09
           1790.00              0.08            194.12           1789.93             5.525            -6.273        524305.052       6715842.980              0.09
           1790.20              0.08            193.97           1790.13             5.525            -6.273        524305.052       6715842.980              0.09
           1790.40              0.08            193.82           1790.33             5.525            -6.273        524305.052       6715842.980              0.09
           1790.60              0.08            193.67           1790.53             5.525            -6.274        524305.052       6715842.979              0.09
           1790.80              0.08            193.52           1790.73             5.525            -6.274        524305.052       6715842.979              0.09
           1791.00              0.07            193.37           1790.93             5.524            -6.274        524305.052       6715842.979              0.08
           1791.20              0.07            193.22           1791.13             5.524            -6.274        524305.052       6715842.979              0.08
           1791.40              0.07            193.07           1791.33             5.524            -6.274        524305.052       6715842.979              0.08
           1791.60              0.07            192.92           1791.53             5.524            -6.275        524305.052       6715842.978              0.08
           1791.80              0.07            192.77           1791.73             5.524            -6.275        524305.052       6715842.978              0.08
           1792.00              0.07            192.62           1791.93             5.524            -6.275        524305.052       6715842.978              0.08
           1792.20              0.07            192.47           1792.13             5.524            -6.275        524305.052       6715842.978              0.08
           1792.40              0.07            192.32           1792.33             5.524            -6.275        524305.051       6715842.978              0.08
           1792.60              0.07            192.17           1792.53             5.524            -6.276        524305.051       6715842.977              0.08
           1792.80              0.07            192.02           1792.73             5.524            -6.276        524305.051       6715842.977              0.08
           1793.00              0.07            191.87           1792.93             5.524            -6.276        524305.051       6715842.977              0.08
           1793.20              0.07            191.72           1793.13             5.524            -6.276        524305.051       6715842.977              0.08
           1793.40              0.07            191.57           1793.33             5.524            -6.276        524305.051       6715842.977              0.08
           1793.60              0.07            191.42           1793.53             5.523            -6.277        524305.051       6715842.976              0.08
           1793.80              0.07            191.27           1793.73             5.523            -6.277        524305.051       6715842.976              0.08
           1794.00              0.07            191.12           1793.93             5.523            -6.277        524305.051       6715842.976              0.08
           1794.20              0.07            190.97           1794.13             5.523            -6.277        524305.051       6715842.976              0.08
           1794.40              0.07            190.82           1794.33             5.523            -6.277        524305.051       6715842.976              0.08
           1794.60              0.07            190.67           1794.53             5.523            -6.278        524305.051       6715842.975              0.08
           1794.80              0.07            190.52           1794.73             5.523            -6.278        524305.051       6715842.975              0.08
           1795.00              0.07            190.37           1794.93             5.523            -6.278        524305.050       6715842.975              0.08
           1795.20              0.07            190.22           1795.13             5.523            -6.278        524305.050       6715842.975              0.08
           1795.40              0.07            190.07           1795.33             5.523            -6.278        524305.050       6715842.975              0.08
           1795.60              0.07            189.92           1795.53             5.523            -6.279        524305.050       6715842.974              0.08
           1795.80              0.07            189.78           1795.73             5.523            -6.279        524305.050       6715842.974              0.08
           1796.00              0.07            189.63           1795.93             5.522            -6.279        524305.050       6715842.974              0.08
           1796.20              0.07            189.48           1796.13             5.522            -6.279        524305.050       6715842.974              0.08
           1796.40              0.07            189.33           1796.33             5.522            -6.280        524305.050       6715842.973              0.08
           1796.60              0.07            189.18           1796.53             5.522            -6.280        524305.050       6715842.973              0.08
           1796.80              0.07            189.03           1796.73             5.522            -6.280        524305.050       6715842.973              0.08
           1797.00              0.07            188.88           1796.93             5.522            -6.280        524305.050       6715842.973              0.08
           1797.20              0.07            188.73           1797.13             5.522            -6.280        524305.050       6715842.973              0.08
           1797.40              0.07            188.58           1797.33             5.522            -6.281        524305.050       6715842.972              0.08
           1797.60              0.07            188.43           1797.53             5.522            -6.281        524305.049       6715842.972              0.08
           1797.80              0.07            188.28           1797.73             5.522            -6.281        524305.049       6715842.972              0.08
           1798.00              0.07            188.13           1797.93             5.522            -6.281        524305.049       6715842.972              0.08
           1798.20              0.07            187.98           1798.13             5.522            -6.281        524305.049       6715842.972              0.08
           1798.40              0.07            187.83           1798.33             5.522            -6.282        524305.049       6715842.971              0.08
           1798.60              0.07            187.68           1798.53             5.521            -6.282        524305.049       6715842.971              0.08
           1798.80              0.07            187.53           1798.73             5.521            -6.282        524305.049       6715842.971              0.08
           1799.00              0.07            187.38           1798.93             5.521            -6.282        524305.049       6715842.971              0.08
           1799.20              0.07            187.23           1799.13             5.521            -6.282        524305.049       6715842.971              0.08
           1799.40              0.07            187.08           1799.33             5.521            -6.283        524305.049       6715842.970              0.08
           1799.60              0.07            186.93           1799.53             5.521            -6.283        524305.049       6715842.970              0.07
           1799.80              0.07            186.78           1799.73             5.521            -6.283        524305.049       6715842.970              0.07
           1800.00              0.07            186.63           1799.93             5.521            -6.283        524305.048       6715842.970              0.07
           1800.20              0.07            186.48           1800.13             5.521            -6.283        524305.048       6715842.970              0.07
           1800.40              0.07            186.33           1800.33             5.521            -6.284        524305.048       6715842.969              0.07
           1800.60              0.07            186.18           1800.53             5.521            -6.284        524305.048       6715842.969              0.07
           1800.80              0.07            186.03           1800.73             5.521            -6.284        524305.048       6715842.969              0.07
           1801.00              0.07            185.88           1800.93             5.521            -6.284        524305.048       6715842.969              0.07
           1801.20              0.07            185.73           1801.13             5.520            -6.284        524305.048       6715842.969              0.07
           1801.40              0.07            185.58           1801.33             5.520            -6.285        524305.048       6715842.968              0.07
           1801.60              0.07            185.43           1801.53             5.520            -6.285        524305.048       6715842.968              0.07
           1801.80              0.07            185.28           1801.73             5.520            -6.285        524305.048       6715842.968              0.07
           1802.00              0.07            185.13           1801.93             5.520            -6.285        524305.048       6715842.968              0.07
           1802.20              0.07            184.98           1802.13             5.520            -6.285        524305.048       6715842.968              0.07
           1802.40              0.07            184.83           1802.33             5.520            -6.286        524305.048       6715842.967              0.07
           1802.60              0.07            184.68           1802.53             5.520            -6.286        524305.047       6715842.967              0.07
           1802.80              0.07            184.53           1802.73             5.520            -6.286        524305.047       6715842.967              0.07
           1803.00              0.07            184.38           1802.93             5.520            -6.286        524305.047       6715842.967              0.07
           1803.20              0.07            184.23           1803.13             5.520            -6.286        524305.047       6715842.967              0.07
           1803.40              0.07            184.08           1803.33             5.520            -6.287        524305.047       6715842.966              0.07
           1803.60              0.07            183.93           1803.53             5.519            -6.287        524305.047       6715842.966              0.07
           1803.80              0.07            183.78           1803.73             5.519            -6.287        524305.047       6715842.966              0.07
           1804.00              0.07            183.63           1803.93             5.519            -6.287        524305.047       6715842.966              0.07
           1804.20              0.07            183.48           1804.13             5.519            -6.287        524305.047       6715842.966              0.07
           1804.40              0.07            183.33           1804.33             5.519            -6.288        524305.047       6715842.965              0.07
           1804.60              0.07            183.18           1804.53             5.519            -6.288        524305.047       6715842.965              0.07
           1804.80              0.07            183.03           1804.73             5.519            -6.288        524305.047       6715842.965              0.07
           1805.00              0.07            182.89           1804.93             5.519            -6.288        524305.047       6715842.965              0.07
           1805.20              0.07            182.74           1805.13             5.519            -6.288        524305.046       6715842.965              0.07
           1805.40              0.07            182.59           1805.33             5.519            -6.289        524305.046       6715842.964              0.07
           1805.60              0.07            182.44           1805.53             5.519            -6.289        524305.046       6715842.964              0.07
           1805.80              0.07            182.29           1805.73             5.519            -6.289        524305.046       6715842.964              0.07
           1806.00              0.07            182.14           1805.93             5.519            -6.289        524305.046       6715842.964              0.07
           1806.20              0.07            181.99           1806.13             5.518            -6.289        524305.046       6715842.964              0.07
           1806.40              0.07            181.84           1806.33             5.518            -6.290        524305.046       6715842.963              0.07
           1806.60              0.07            181.69           1806.53             5.518            -6.290        524305.046       6715842.963              0.07
